iter	MultiClass
197	0.006492172922
198	0.006467390023
199	0.006385316229
200	0.006338687874
201	0.006286416625
202	0.00621959788
203	0.006129848684
204	0.006102155248
205	0.006076861223
206	0.006050062653
207	0.005985207851
208	0.005962387091
209	0.005898197642
210	0.005829036875
211	0.005782285574
212	0.005722496825
213	0.005694093066
214	0.005645262548
215	0.005604745554
216	0.005573688309
217	0.005541639209
218	0.005518035859
219	0.005457224994
220	0.005395208221
221	0.005351508544
222	0.005308170422
223	0.005257235445
224	0.005229346101
225	0.005206084813
226	0.005144993463
227	0.005121215714
228	0.005091375213
229	0.005054962407
230	0.005027170178
231	0.004989570506
232	0.00496037151
233	0.004933630278
234	0.004916023096
235	0.004887327855
236	0.004861744237
237	0.004843867114
238	0.00478830601
239	0.004759617041
240	0.00474095229
241	0.004716707748
242	0.004676333264
243	0.004653643655
244	0.004613340027
245	0.004590464522
246	0.004566080133
247	0.004553603086
248	0.004525270883
249	0.004499224523
250	0.004484723177
251	0.00444819388
252	0.004413179187
253	0.004402546013
254	0.004379257433
255	0.004338512547
256	0.004315700026
257	0.004299522418
258	0.004274457842
259	0.004259125749
260	0.004241451831
261	0.004207834939
262	0.004176454713
263	0.004154897051
264	0.004146558692
265	0.004125524093
266	0.004104059465
267	0.004067827782
268	0.004052866182
269	0.00402467782
270	0.004016458883
271	0.003999168208
272	0.003985217042
273	0.003955388782
274	0.003942658622
275	0.003927140994
276	0.003907919482
277	0.003894146047
278	0.003855672127
279	0.003828966485
280	0.003811932082
281	0.003794395496
282	0.003768487431
283	0.003761962438
284	0.003746332621
285	0.003718949348
286	0.003689717892
287	0.003674421877
288	0.003655048845
289	0.003641943183
290	0.003613994898
291	0.003602351388
292	0.003595571571
293	0.003574504125
294	0.003568028588
295	0.003557538482
296	0.003531880644
297	0.003525755321
298	0.003507069695
299	0.003483270917
300	0.003470889868
301	0.003459132712
302	0.003443604971
303	0.003432438224
304	0.003412357227
305	0.003390777417
306	0.003380082048
307	0.003374101097
308	0.003346234289
309	0.003325400382
310	0.003308805332
311	0.003289922461
312	0.00327050894
313	0.003265597338
314	0.003257283849
315	0.003247833865
316	0.003235421479
317	0.003228284658
318	0.003200518901
319	0.003191839605
320	0.003173571519
321	0.003162023226
322	0.003151899686
323	0.003143705811
324	0.003128282646
325	0.003120588009
326	0.003102984243
327	0.003094652583
328	0.003076146945
329	0.003064310329
330	0.00304932287
331	0.003033747704
332	0.003016885703
333	0.003004448785
334	0.002999536823
335	0.002984067578
336	0.002977388838
337	0.002972820628
338	0.002959045664
339	0.00294835809
340	0.002942068987
341	0.002930249967
342	0.002921329153
343	0.002913903289
344	0.002894434719
345	0.002887903998
346	0.002880284082
347	0.002870458475
348	0.002864445175
349	0.002849034331
350	0.002841658957
351	0.002830436963
352	0.00281419147
353	0.002809536441
354	0.002799852704
355	0.00279528077
356	0.002780824006
357	0.002774286917
358	0.002759341278
359	0.00274997931
360	0.002740080207
361	0.002726106281
362	0.002720066759
363	0.002705521372
364	0.002698541638
365	0.002685442248
366	0.002668810422
367	0.002661317725
368	0.002655467823
369	0.002649141942
370	0.002643478532
371	0.002636208794
372	0.002629907284
373	0.002617770291
374	0.002607617102
375	0.002587820686
376	0.002577557036
377	0.002568447495
378	0.002565389643
379	0.002559662987
380	0.002552555405
381	0.00254801798
382	0.002541125273
383	0.002535245098
384	0.002524204044
385	0.002519409928
386	0.002510326976
387	0.002501503121
388	0.002491857017
389	0.002478097606
390	0.002470154972
391	0.002459042261
392	0.002442204704
393	0.00243703572
394	0.0024336585
395	0.002423027508
396	0.002404930951
397	0.002402143107
398	0.002387456159
399	0.002380636524
400	0.002374472396
401	0.002367594972
402	0.002363656104
403	0.002353146993
404	0.002346301719
405	0.002343158761
406	0.002334154777
407	0.002331086863
408	0.00232672126
409	0.002320153121
410	0.002310488766
411	0.002301974201
412	0.00229607761
413	0.002288183571
414	0.002279041327
415	0.002270044626
416	0.00226373761
417	0.002252689163
418	0.002244955713
419	0.002242727334
420	0.002239189101
421	0.002235701449
422	0.002225473572
423	0.002221616635
424	0.0022179333
425	0.002213678956
426	0.002210100931
427	0.002198722255
428	0.002190252999
429	0.002180912471
430	0.002176412062
431	0.002165086877
432	0.002159677874
433	0.002151673324
434	0.00214359147
435	0.002130127567
436	0.00212615846
437	0.002118093537
438	0.00210965006
439	0.002100415055
440	0.002096666719
441	0.0020948407
442	0.002091180352
443	0.002078501463
444	0.002071277395
445	0.002065851553
446	0.002062249258
447	0.002056079963
448	0.002052420411
449	0.002046793457
450	0.002042688076
451	0.002034729019
452	0.0020278109
453	0.002019401038
454	0.002017382391
455	0.002012944054
456	0.002002136932
457	0.001998817677
458	0.001994505573
459	0.001987909817
460	0.00198359931
461	0.001980164889
462	0.001972859505
463	0.001966369992
464	0.001962217153
465	0.001957702215
466	0.001949912086
467	0.001944883908
468	0.001941462687
469	0.001938405246
470	0.001933127238
471	0.001929926492
472	0.001922065478
473	0.001918346348
474	0.001909770979
475	0.001905224476
476	0.001902023983
477	0.001896336928
478	0.001890394495
479	0.00188722094
480	0.001881583616
481	0.001875881294
482	0.001869352405
483	0.001861957734
484	0.001858310507
485	0.001854796091
486	0.00185145169
487	0.001848095472
488	0.00184199716
489	0.001835490829
490	0.001833873135
491	0.001828254164
492	0.001824205612
493	0.001820440402
494	0.001815549959
495	0.001813133819
496	0.001810257087
497	0.001803956753
498	0.001802356105
499	0.001799643336
500	0.001794423731
501	0.00178405738
502	0.001778072474
503	0.001776422686
504	0.001768267097
505	0.001762468555
506	0.001758985074
507	0.001755317265
508	0.00175118322
509	0.001748501241
510	0.001746571856
511	0.00174417753
512	0.001740585219
513	0.001737100421
514	0.001732000917
515	0.001728087483
516	0.001724994761
517	0.00172303371
518	0.001718496238
519	0.001712250118
520	0.001709913249
521	0.001707180572
522	0.001704425923
523	0.001699011417
524	0.00169646282
525	0.001693150772
526	0.001687179744
527	0.001682102451
528	0.001679778403
529	0.001673826461
530	0.001669563285
531	0.001665241205
532	0.001660996041
533	0.001652131443
534	0.001649973576
535	0.001647282782
536	0.001644846532
537	0.00164168081
538	0.001639144004
539	0.001635538296
540	0.001633605999
541	0.001628934188
542	0.001624300433
543	0.001619566183
544	0.001613826303
545	0.001608576952
546	0.001604093277
547	0.001597813904
548	0.001591055746
549	0.001588916889
550	0.00158701467
551	0.001584804662
552	0.001581076119
553	0.001576470629
554	0.001574070535
555	0.001569811681
556	0.001565014348
557	0.001560208282
558	0.001558285174
559	0.001556144341
560	0.001553732269
561	0.001551124418
562	0.001547149929
563	0.001543764968
564	0.001541562005
565	0.001536935949
566	0.001533955626
567	0.001531148075
568	0.001527260274
569	0.001526205682
570	0.001525043233
571	0.001522329245
572	0.001520798407
573	0.001517188299
574	0.001515227636
575	0.00151354355
576	0.001507340335
577	0.001502244025
578	0.001496990179
